DealerID,Q1_RecordCount,Q2_RecordCount,Q1_Feature1,Q1_Feature2,Q1_Feature3,Q1_Feature4,Q1_Feature5,Q2_Feature1,Q2_Feature2,Q2_Feature3,Q2_Feature4,Q2_Feature5,IF_Flag,IF_Score,LOF_Flag,LOF_Score,DBSCAN_Flag,DBSCAN_Cluster,SVM_Flag,SVM_Score,ConsensusScore,RiskTier
DEALER_109,128,92,988.9616177508075,1.442565394590019,0.191966944857654,30.02234043764226,0.05256655813632391,1002.290508272987,4.924746056692288,0.1706571752554612,38.95284014771882,0.07800807922167768,0,0.010402547026552134,1,-1.3632558609753977,1,-1,0,0.00020415042085120128,2,Medium
DEALER_084,211,132,1047.294860526485,8.117208471915,0.1433228827956574,34.77614034775826,0.115882503916136,1008.57446566016,7.417608484707934,0.1473729798922871,20.99132409098787,0.06212188351301248,0,0.042323618115814976,1,-1.346715157067542,1,-1,0,0.02196305952518607,2,Medium
DEALER_036,34,185,893.6727374865725,5.569636506155843,0.2519731181042801,47.49150561442859,0.08506937620630918,836.6739978685109,3.992314082730247,0.1226153553277599,34.45928057150526,0.07266329477115312,0,0.031132896015687306,0,-1.2641175863306364,1,-1,1,-0.00038985395717672233,2,Medium
DEALER_130,165,147,1131.539444404956,4.468957145729379,0.2084471546688131,50.05739904163239,0.0732461217665726,1233.818591855752,6.60254275073866,0.1643921796622948,24.46083735646053,0.08982953949532997,0,0.05160044305127848,0,-1.1721945009874912,1,-1,0,0.14543567069154495,1,Low
DEALER_135,202,125,1272.02111798981,4.565875427066994,0.1679125486689084,35.04813344348857,0.05764481620051307,693.1821344664775,5.921968297061149,0.1559108081668317,20.24671092899163,0.08745004785248457,0,0.10526454603134994,0,-1.0180381920367807,1,-1,0,0.7407608316234133,1,Low
DEALER_131,150,145,717.0327539824167,6.746054691524853,0.1613034793167719,33.64224162863697,0.1242835310566921,1105.657426464485,6.758075787471702,0.1176761403024453,29.33507942157847,0.14016313267851,0,0.045435219237023095,0,-1.1834062442404607,1,-1,0,0.33309042295149616,1,Low
DEALER_133,40,91,789.0387053329331,5.309874587987235,0.1043935632349508,33.14184536060612,0.07390259724556655,1026.476234077365,2.424898232280087,0.1632973891563563,40.92980160686823,0.095557225478134,0,0.10272131328246825,0,-1.0041332827862663,1,-1,0,0.7017727414451957,1,Low
DEALER_196,40,221,1009.783645370269,5.29884334676833,0.09998737844307413,46.83419608539384,0.105187769274664,1330.704790492307,3.367039385990962,0.1596442968082044,38.36258609573648,0.06172316280144743,0,0.07101831232867734,0,-1.0803781415835023,1,-1,0,0.32158823410584847,1,Low
DEALER_182,55,235,639.3659874280276,6.497539982071318,0.1658796521799536,31.70130502236216,0.08371567738257077,1083.679659720283,6.537415195669162,0.1694800094976079,35.73818526582899,0.09769321129095632,0,0.07624273514644869,0,-1.0687897090446028,1,-1,0,0.3255282589145423,1,Low
DEALER_195,240,185,584.181381406124,3.533150824952116,0.1201560697338995,41.96444487535781,0.1182944722650263,922.3367155008614,3.397625070748749,0.08537489954879897,37.12580020871117,0.1031524590361584,0,0.004783020460804421,0,-1.167396275520463,1,-1,0,0.15865972716435062,1,Low
DEALER_137,158,241,874.1925228558257,4.461722950365975,0.1719495527545651,44.32246028437741,0.06285368309558394,1216.543284775489,6.47592367410055,0.1503531200632699,27.09451470124579,0.07554901770671309,0,0.0897355133224711,0,-1.0360516636858073,1,-1,0,0.6276010831811967,1,Low
DEALER_194,103,157,745.7021408993741,6.933339378199545,0.1439579248957228,31.13767873020284,0.07647530256388954,875.9935393136768,4.60781380149554,0.2056981847417318,23.1180524992626,0.09872457185192278,0,0.08718762965403226,0,-1.079962891016648,1,-1,0,0.4182600875066791,1,Low
DEALER_139,99,66,1005.900776717727,3.121089113383383,0.1611257490581851,37.47696065527334,0.07587655561509453,1128.274600604083,7.811382002040681,0.1367570166027625,23.19920705498863,0.06502985637767546,0,0.1088929907288535,0,-1.030149411488157,1,-1,0,0.7184015003982951,1,Low
DEALER_140,120,239,781.019173111397,5.764965083181345,0.1563247633962044,39.71637508828482,0.1122111062329563,1403.304013448429,3.952743920915572,0.2011580824294081,46.83383283748011,0.07621188162141768,0,0.09131737161483333,0,-1.0493751907237683,1,-1,0,0.7042250962229748,1,Low
DEALER_141,246,166,879.1947500686153,4.353474418858708,0.181110695563397,25.79308392651546,0.0815426158512592,1139.025027916178,6.173989805361111,0.09842495661019972,33.7336420838645,0.09122334775991646,0,0.1052570083916034,0,-1.0151765116484694,1,-1,0,0.5533726788149658,1,Low
DEALER_142,69,86,1056.161704879224,6.377375192880276,0.1822803312777788,34.29698606067504,0.08093069591053942,1174.998721982304,3.006447997262643,0.1514700019807325,24.7045247489593,0.1061576015576932,0,0.11810942150595427,0,-0.9902447592379616,1,-1,0,0.693311747499606,1,Low
DEALER_193,159,104,1049.72935227914,5.282538041971916,0.1067029121044685,32.57904192423643,0.09532413451186497,1113.916178351076,3.919506593958226,0.1735698538065807,27.54974543452253,0.1352731528100129,0,0.11860164059618367,0,-0.9989198334525528,1,-1,0,0.7989321754698635,1,Low
DEALER_143,83,163,1207.956166499205,2.126887634119434,0.0852051202243292,42.52231571906871,0.07778008880718748,1565.041650171482,3.990655906548934,0.123111073205312,28.58180652792578,0.09297737085058937,0,0.011719917968960436,0,-1.1744267277779084,1,-1,0,0.00017884359263464766,1,Low
DEALER_136,89,205,1114.756085961585,3.87065348489005,0.1523309732374178,38.58659252778528,0.07342316438859119,845.7944573746344,5.602209041204029,0.1586125368662117,30.77126305184533,0.1434461279793041,0,0.11784916271651147,0,-0.9751383061760104,1,-1,0,0.8501239066426478,1,Low
DEALER_128,195,28,1135.156417971627,4.770387215965927,0.09013445240386694,30.4284062464261,0.07410426594562868,753.0519743854286,4.955100634556302,0.246532578732996,43.03192880769614,0.08669178145156775,0,0.10292470980696217,0,-0.9965782639465622,1,-1,0,0.6379170496503133,1,Low
DEALER_129,152,52,1327.716308376424,6.684585670479868,0.1130845423241893,33.67073726440214,0.07539560633711946,1093.466305496498,4.648198477283533,0.210730964273909,33.55918320766168,0.0842995553776064,0,0.08298429416482062,0,-1.160113103552917,1,-1,0,0.335429440195844,1,Low
DEALER_117,28,187,1313.908214710203,5.119372967618887,0.1085968754383744,39.444656709201,0.05119377896808081,921.7283490927423,6.364286816308649,0.1888445823727738,38.41487017225033,0.1077809511142237,0,0.06256096443458814,0,-1.154778416219442,1,-1,0,0.4357125087037328,1,Low
DEALER_108,172,147,940.8654598378791,3.196995852750924,0.1477218183514588,47.7062088571941,0.09299151433366257,1193.2324632874,5.62937692930157,0.0553582881306571,32.95979150801208,0.1042968573092457,0,0.0659011183923589,0,-1.128641695487198,1,-1,0,0.4194089237829448,1,Low
DEALER_110,182,44,810.4782680732892,4.347805390480839,0.1109616473554038,51.48238536419262,0.09751807892148964,578.6653831029371,5.84833527339064,0.2456308358023375,24.71270434890609,0.07219846451702183,0,0.0330279258322565,0,-1.1477313420170183,1,-1,0,0.11833576788830036,1,Low
DEALER_112,199,174,1234.008027045812,5.521861125756377,0.1723419583709689,24.78386844023817,0.06013501362187363,1284.251367479512,5.143926333466821,0.1716913535562479,35.17857864389176,0.05881782134040475,0,0.09233742172765202,0,-1.0584809313962358,1,-1,0,0.5981523948284118,1,Low
DEALER_113,147,47,1104.877943557787,4.328513256740613,0.141138555370768,35.5593566479586,0.1125891266952022,522.1810866615713,7.796768431146192,0.206121476190643,30.24130793201018,0.06504616605612916,0,0.10414710138723815,0,-1.0366553101875977,1,-1,0,0.7395708344940399,1,Low
DEALER_114,125,84,1311.81608897379,5.558096251400367,0.175899387628379,26.39003839744986,0.1010055040673549,983.9705516832313,5.372050458323475,0.1526220924987852,37.48366668765934,0.09028466187620669,0,0.07934573914751636,0,-1.1051913876003607,1,-1,0,0.34835944770174465,1,Low
DEALER_115,136,76,1211.934140015985,3.126849976406669,0.1494541283281881,28.985953217492,0.1171849572421466,825.7998520912208,5.288287119920136,0.1338567915160833,27.75653236284439,0.09476137330134707,0,0.056514672196575355,0,-1.1585249052510842,1,-1,0,0.19006310231781698,1,Low
DEALER_119,76,235,1149.037871823471,5.948967346028097,0.1415723994254737,42.8992411603712,0.08255078243101435,1157.437479642128,3.012975573671665,0.1144292266875327,43.52244562808094,0.09723459847346023,0,0.10814948634276805,0,-0.9904664895694533,1,-1,0,0.6359216324538595,1,Low
DEALER_126,150,72,965.6828096490713,3.934765213142528,0.1951207542939721,28.06395794941259,0.08007771375464091,943.4567088233283,1.625421174480252,0.09710412265967185,42.21524597056496,0.08610542507250458,0,0.10604978610193405,0,-1.041619240050397,1,-1,0,0.5335612455552192,1,Low
DEALER_120,46,196,946.6172283637525,5.413574271483263,0.1013643630358348,44.26006206416907,0.08197471790850025,1398.882909548704,5.473378678411991,0.1656968519624962,9.618939477177967,0.07851976851712293,0,0.09929498963746497,0,-1.0323787867008316,1,-1,0,0.5841117726969725,1,Low
DEALER_121,121,93,1011.978246854657,5.801991221729597,0.08746088208525246,46.49041405250632,0.1083420119689175,1011.44103070168,4.270660469533238,0.1337343839437218,29.071607795551,0.08656745758091786,0,0.048250289328309715,0,-1.15343068734812,1,-1,0,0.13524280856530702,1,Low
DEALER_199,97,84,1126.351652719829,3.462716951785002,0.07853169954527688,34.12212654695853,0.1283448371297047,694.4685579484125,5.691362297393108,0.07665271650694594,34.70294109664582,0.08932517849130565,0,0.01710681487444815,0,-1.1835676077920372,1,-1,0,0.1571142756241768,1,Low
DEALER_123,170,161,1178.125108227073,6.077378490092658,0.1359619047112809,45.90742969668559,0.08880086179507311,767.8394589657871,4.790273293149209,0.1872831020248919,31.46170619798048,0.09037745339547591,0,0.07952585510515259,0,-1.0433177019097968,1,-1,0,0.39695698003360547,1,Low
DEALER_198,47,65,1082.68943890899,3.01788902218488,0.1656505863973294,45.51846297204724,0.09875304530342362,1137.820372912019,4.251549647623659,0.1464655936818969,41.72136394182932,0.08592013747742387,0,0.06361073026124936,0,-1.0970122779538027,1,-1,0,0.41291588393338396,1,Low
DEALER_125,216,244,1140.823061635179,3.835820576418305,0.1461528425230667,32.4567476109723,0.09125793195109533,905.5033188664407,3.551581908102804,0.2071291878733191,25.25010350626663,0.09887864204862078,0,0.11497024192132549,0,-1.0049468083653386,1,-1,0,0.7535416332018039,1,Low
DEALER_144,113,138,1109.577065000399,4.056121069874997,0.06010925778636577,41.92774910733723,0.08009490629053648,1009.377133962807,7.171279240742937,0.165010769322915,27.58704927385239,0.1164778712333684,0,0.06002178159035326,0,-1.1116806262639822,1,-1,0,0.25184556918799506,1,Low
DEALER_147,27,248,1012.966043181864,5.297199081330731,0.1091750792194665,38.92613367195055,0.02996135638903303,1133.40829558389,5.50804200533502,0.1827962419385614,24.17667559446525,0.1525996276819847,0,0.0458594910900359,0,-1.1577682551118573,1,-1,0,0.28002781383585673,1,Low
DEALER_192,164,61,1094.353811706299,3.995043915097769,0.1418834406081781,37.64832123996956,0.0891340935515942,843.5521066777878,6.425595541592858,0.08835941489913451,27.86226345175488,0.07328935755251356,0,0.12573432801594248,0,-0.9726478056667913,1,-1,0,0.8675811422284279,1,Low
DEALER_171,44,97,866.1541188137385,4.808422031093579,0.1533448430964223,32.95334342927341,0.1414356023018973,835.8722970618359,3.687484060270048,0.1052476711726117,35.9071069986994,0.1553162312059681,0,0.02599978698620181,0,-1.1804041152420832,1,-1,0,0.38812610719223417,1,Low
DEALER_164,113,225,973.4448375567365,3.933443224122898,0.1677018249681621,38.26428941505014,0.04455789574601076,1001.747091170922,5.010446404484539,0.163168860729728,29.31158688019553,0.06640347682260915,0,0.09182685760933085,0,-1.1051935710162881,1,-1,0,0.6703116094286543,1,Low
DEALER_165,116,46,972.5459441585754,4.915183542017514,0.1999866106817511,47.93499518798886,0.05032323934064075,978.2167587759283,4.690348265368049,0.1070709857510455,35.31456527505533,0.07196153388034042,0,0.04592834368115889,0,-1.2173525674915777,1,-1,0,0.17020780814746428,1,Low
DEALER_167,93,127,1179.968364443853,5.061370470262594,0.1796005694521734,26.98124815447359,0.07363479575584925,720.6902703902932,4.138452360307753,0.1316462870384949,31.8328509834325,0.1175289587163008,0,0.11487588619118072,0,-0.9882101566180669,1,-1,0,0.6880286910560864,1,Low
DEALER_168,58,92,809.4635052438863,4.081357667084345,0.1754762513348884,34.12218038644568,0.04231685880567381,1213.780009578305,3.709118293182327,0.1124280306637777,32.11095926577612,0.1008355385256837,0,0.07254641272845491,0,-1.1005878588469031,1,-1,0,0.5134565722043536,1,Low
DEALER_169,96,25,977.498374542476,6.080221476823956,0.1636316563200842,34.71511411047927,0.05537104919222934,977.8595602229134,3.977712428396568,0.1126650727195714,28.12489794086959,0.1001248343919718,0,0.11067592857015301,0,-1.0473624851191803,1,-1,0,0.755061737882402,1,Low
DEALER_183,134,237,1288.765785073085,4.696979198836442,0.1524154371369767,23.66526325922501,0.08915523994459844,1105.333969201002,2.321556417644096,0.1095356029292235,46.60066262086985,0.1000751713356669,0,0.08455716908119343,0,-1.0410115462515475,1,-1,0,0.4899632585566016,1,Low
DEALER_170,25,197,1266.661998578615,5.887295206761137,0.07865555481143266,24.08206678238748,0.05847895803691074,1121.620079282121,4.374742886837106,0.1535072029665885,37.8807509479769,0.1161802855285613,0,0.03611725015777917,0,-1.2453617448127126,1,-1,0,0.14194699454281934,1,Low
DEALER_172,40,172,851.9949968877423,4.216500626402346,0.127752321646035,29.06246324802051,0.1250435486936787,1302.439902701393,5.410677426781738,0.1978957131611935,33.29108843797466,0.04226934740224612,0,0.06015750872868203,0,-1.1493675306227524,1,-1,0,0.5367169578746138,1,Low
DEALER_185,133,27,1019.418479981746,2.10809364104015,0.1479521155273361,38.7069584482615,0.04698777539607406,1282.946442883029,6.746508606873936,0.1964137629333928,35.36500062831834,0.1380285850658417,0,0.038943312276474684,0,-1.1757849120780501,1,-1,0,0.2273404608658074,1,Low
DEALER_173,197,114,1036.415114529615,5.658113504995759,0.09880636169439917,42.39486205749947,0.06970626455788377,1286.670642432656,6.148630375918821,0.1187010908162119,30.55633333230433,0.0665405854780723,0,0.09660642786869933,0,-1.0210606051639415,1,-1,0,0.5780948648853987,1,Low
DEALER_174,186,105,1151.989334287358,5.225568304983326,0.2172726647720329,35.27689499348205,0.07091041774233003,1232.322199892514,3.136772208962286,0.2864306036543376,40.37235224415998,0.06959562289563691,0,0.10658270289768329,0,-1.005949193464589,1,-1,0,0.5466009459487082,1,Low
DEALER_175,180,223,1002.056690000919,3.262247288701943,0.2191598136354281,32.73763400681944,0.05126990007029265,762.1965925992275,5.232667324580843,0.1396876997066022,32.11332604948655,0.06372950944043268,0,0.06515713568917259,0,-1.1492333614368744,1,-1,0,0.3428285462132912,1,Low
DEALER_176,126,41,1239.212906278658,4.918423692818714,0.2043688240118245,34.15054455501939,0.03229673966936833,1207.53300350255,4.914083466153764,0.1632407938862674,31.5464216973925,0.05806041880990719,0,0.04745711176435663,0,-1.1228261080654562,1,-1,0,0.3185027925157924,1,Low
DEALER_177,184,189,1154.222916861975,5.314442974489257,0.160208536674235,36.78497614724933,0.0770779953397869,1126.922466650785,5.643961291197844,0.1017096466990284,34.83752023910501,0.07750867339861586,0,0.1307567648096014,0,-0.9618669060539125,1,-1,0,0.8788685986901668,1,Low
DEALER_178,57,191,1151.527612040211,3.920366256214695,0.2040250048381063,39.93451359751824,0.05505370041889936,744.9984630448122,5.183179601465335,0.2367741291157438,47.5726934637668,0.05458490711776488,0,0.07284440038506612,0,-1.0780074119013126,1,-1,0,0.4915321407542159,1,Low
DEALER_180,135,80,1418.977558062295,3.254213017690653,0.1581118910759112,26.66729893902983,0.03999485377391306,1119.26155291632,3.558893911485685,0.1733612141831251,40.15885514444284,0.08629245803571538,0,0.008780504601976213,0,-1.3010563973849818,1,-1,0,0.07911957233447242,1,Low
DEALER_184,180,75,917.6141024277714,5.436145205406888,0.09789391532662141,38.55050167506484,0.09043679896855036,1329.986164528088,5.649444553742054,0.2258059868563012,37.90934819573846,0.07566477657940295,0,0.109228172274077,0,-0.98288877960824,1,-1,0,0.737125888296484,1,Low
DEALER_161,249,214,1042.192160685765,4.095766903571146,0.1131659840876349,31.12775894741859,0.08003349616886217,978.5197002811417,4.252806369162615,0.2369474779305432,41.26450274814388,0.09331330782744103,0,0.11952435066233263,0,-0.9696035660070377,1,-1,0,0.8144655708646871,1,Low
DEALER_146,216,78,1054.786011225447,4.008524640363257,0.1975090037304774,42.09115167654362,0.02200973183121954,1131.281315666955,6.291899386672638,0.2264827149238601,34.75861487784301,0.07669578675402487,0,0.010652173326144931,0,-1.182701804016416,1,-1,0,0.0005237458996034672,1,Low
DEALER_189,74,225,711.7699713186063,5.85727577915679,0.1504578175636586,37.9950916136501,0.07973403308454517,717.1012711818755,5.04482394094006,0.1909492509219943,27.71218713654916,0.04148742527430462,0,0.10692113908258094,0,-1.0082007635706516,1,-1,0,0.6577770428938423,1,Low
DEALER_181,235,21,963.070896004112,6.603423320014605,0.1062611451815207,43.83743372322024,0.06095063854224356,1155.654302026399,5.238250648260465,0.09939388530491955,18.85463071009516,0.09702571661909139,0,0.06895598605701786,0,-1.1263504970447424,1,-1,0,0.3116176865687035,1,Low
DEALER_148,73,235,1074.500251367085,4.784928049460294,0.07560658373817485,44.60245006607457,0.06642072922359715,949.9240755302204,5.063554397199776,0.1009688575400255,16.55707033009449,0.09485594123605078,0,0.06731605651177669,0,-1.1013548412828236,1,-1,0,0.31976441144613754,1,Low
DEALER_149,208,61,1290.917742697217,4.695946917262382,0.153961392840288,37.31487325565689,0.08036319704843922,853.844566284579,6.973005422412497,0.1902052605226164,30.96258823321461,0.06701296135053632,0,0.11206440604534074,0,-0.983197679643099,1,-1,0,0.70718285972613,1,Low
DEALER_191,177,191,1079.134589083059,3.588062336684838,0.1517684951241679,23.76584721527401,0.0720950573854703,1287.263976757996,2.152353699055464,0.2099126415171459,35.58704928501152,0.08195486939866667,0,0.09263900544868964,0,-1.0234976072548094,1,-1,0,0.5855258791242546,1,Low
DEALER_150,33,57,628.6171101751463,4.808978154343927,0.1872335290540212,32.15441347543172,0.09725261061910032,1488.870440197115,4.89234352795253,0.1251406664682072,19.57715042865694,0.06764340594379828,0,0.0772785844768254,0,-1.07335096418574,1,-1,0,0.37033837681988735,1,Low
DEALER_190,89,55,857.0554677954237,7.396755836897593,0.1599514923920433,40.05585187009116,0.0455903125230513,1067.894781064139,3.092812426199403,0.214579766127542,31.68099507620104,0.08543336572878268,0,0.03927042801478042,0,-1.2812783368661151,1,-1,0,0.06552292872227805,1,Low
DEALER_151,216,142,893.601383465601,5.244065888743932,0.2219037808973726,37.68673005546419,0.09182717995068689,1112.100259373724,2.885040460167489,0.134035163288011,27.98271305545984,0.06143300213671649,0,0.10237422008984176,0,-1.0386422465642913,1,-1,0,0.5069336405109184,1,Low
DEALER_153,231,88,715.3130080982904,5.848219569078861,0.1351313321365722,38.0630858910804,0.1054760923310441,1224.026757433124,5.916549247312203,0.1378713661121439,27.03027142379349,0.07589056767766895,0,0.09198303958874798,0,-1.0155463331738974,1,-1,0,0.6736323390366799,1,Low
DEALER_160,200,192,1041.91804362469,4.631500137998508,0.1954419473422171,45.96432790891306,0.08276532806446694,1138.573755817489,4.383117559444678,0.1882958332124637,25.80376869669595,0.1000239821174974,0,0.09658456552836325,0,-1.0503781898428663,1,-1,0,0.5846824017651999,1,Low
